ParticipantID,Condition,Nametag,Intro,Pronoun_Pair,T_Pronoun,C_Pronoun,T_ID,TrialID,Transcription,He,His,She,Her,They,Their,Disfluency,MultiplePronouns,PronounProduced,Accuracy
3_001,both,1,1,HS_T,she,they,2,both_list1_critical18_she,Sam gave the ice cream to her brother. ,0,0,0,1,0,0,0,0,her,1
3_001,both,1,1,HS_T,she,they,2,both_list1_critical19_she,Sam gave the carrot to her sister.,0,0,0,1,0,0,0,0,her,1
3_001,both,1,1,HS_T,she,they,2,both_list1_critical20_she,Sam gave the lemon to her brother. ,0,0,0,1,0,0,0,0,her,1
3_001,both,1,1,T_HS,they,she,3,both_list1_critical22_they,Taylor gave the dish to their sister. ,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,she,3,both_list1_critical23_they,Taylor gave the orange to their sister.,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,she,3,both_list1_critical24_they,Taylor gave the potato to their brother. ,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,she,3,both_list1_critical25_they,Taylor gave the apple to their sister. ,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,he,3,both_list1_critical26_they,Taylor gave the onion to their brother. ,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,he,3,both_list1_critical27_they,Taylor gave the watermelon to…,0,0,0,0,0,0,1,0,none,NA
3_001,both,1,1,T_HS,they,he,3,both_list1_critical28_they,Taylor gave the knife to their sister. ,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,he,3,both_list1_critical29_they,Taylor gave...the cookie to their brother.,0,0,0,0,0,1,0,0,their,1
3_001,both,1,1,T_HS,they,he,3,both_list1_critical30_they,Taylor gave the tomato to their sister. ,0,0,0,0,0,1,0,0,their,1
3_002,nametag,1,0,HS_HS,he,she,10,nametag_list4_critical01_he,Taylor gave the chocolate to his brother.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_HS,he,she,10,nametag_list4_critical02_he,Taylor gave the cherries to his sister.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_HS,he,she,10,nametag_list4_critical03_he,Taylor gave the avocado to his sister.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_HS,he,she,10,nametag_list4_critical04_he,Taylor gave the pumpkin to his brother.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_HS,he,she,10,nametag_list4_critical05_he,Taylor gave the bread to his sister.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_T,he,they,10,nametag_list4_critical06_he,Taylor gave the corn to his brother.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_T,he,they,10,nametag_list4_critical07_he,Taylor gave the kiwi to his brother.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_T,he,they,10,nametag_list4_critical08_he,Taylor gave the berries to his sister.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_T,he,they,10,nametag_list4_critical09_he,Taylor gave the pear to his sister.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_T,he,they,10,nametag_list4_critical10_he,Taylor gave the orange juice to his brother.,0,1,0,0,0,0,0,0,his,1
3_002,nametag,1,0,HS_HS,she,he,11,nametag_list4_critical11_she,Jordan gave the spoon to her sister.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_HS,she,he,11,nametag_list4_critical12_she,Jordan gave the broccoli to her brother.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_HS,she,he,11,nametag_list4_critical13_she,Jordan gave the egg to her brother.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_HS,she,he,11,nametag_list4_critical14_she,Jordan gave the strawberry to her sister.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_HS,she,he,11,nametag_list4_critical15_she,Jordan gave the pineapple to her brother.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_T,she,they,11,nametag_list4_critical16_she,Jordan gave the banana to her sister.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_T,she,they,11,nametag_list4_critical17_she,Jordan gave the bacon to her sister.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_T,she,they,11,nametag_list4_critical18_she,Jordan gave the icecream to her brother.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_T,she,they,11,nametag_list4_critical19_she,Jordan gave the carrot to her sister.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,HS_T,she,they,11,nametag_list4_critical20_she,Jordan gave the lemon to her brother.,0,0,0,1,0,0,0,0,her,1
3_002,nametag,1,0,T_HS,they,she,12,nametag_list4_critical21_they,Sam gave the pizza to their brother.,0,0,0,0,0,1,0,0,their,1
3_002,nametag,1,0,T_HS,they,she,12,nametag_list4_critical22_they,Sam gave the plate to their sister.,0,0,0,0,0,1,0,0,their,1
