Participant,Age,English,Gender,Condition,List,PSA,Biography,Name,Job,Pet,Pronoun,M_Type,M_Response,M_Acc,P_Text,P_Response,P_Acc
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Emily,Uber driver,dog,she/her,job,Uber driver,1,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Kevin,doctor,dog,they/them,job,accountant,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Emily,Uber driver,dog,she/her,pronoun,they/them,0,She went to the bar,she/her,1
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Andrew,teacher,dog,he/him,job,janitor,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Andrew,teacher,dog,he/him,pet,fish,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Andrew,teacher,dog,he/him,pronoun,they/them,0,He studied more,he/him,1
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Melissa,IT,fish,they/them,job,food service,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Melissa,IT,fish,they/them,pet,fish,1,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Melissa,IT,fish,they/them,pronoun,they/them,1,She bought a new tv,she/her,0
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,job,sales,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,pet,fish,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,pronoun,she/her,1,She went to bed,she/her,1
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Michael,salesperson,fish,they/them,job,mechanic,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Michael,salesperson,fish,they/them,pet,dog,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Emily,Uber driver,dog,she/her,pet,cat,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Amanda,engineer,cat,she/her,job,nurse,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Amanda,engineer,cat,she/her,pet,fish,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Amanda,engineer,cat,she/her,pronoun,she/her,1,She made dinner,she/her,1
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,James,janitor,dog,he/him,job,engineer,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,James,janitor,dog,he/him,pet,fish,0,NA,NA,NA
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,James,janitor,dog,he/him,pronoun,they/them,0,He played video games,he/him,1
2_052,25,"native (learned from birth)",male,neither,neither_1,0,0,Michael,salesperson,fish,they/them,pronoun,he/him,0,He called his wife,he/him,0
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Emily,nurse,fish,she/her,job,accountant,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Emily,nurse,fish,she/her,pet,fish,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Emily,nurse,fish,she/her,pronoun,she/her,1,she cooked dinner.,she/her,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,James,janitor,cat,they/them,pet,cat,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,James,janitor,cat,they/them,pronoun,he/him,0,he cleaned the house.,he/him,0
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Brian,Uber driver,cat,he/him,job,retail,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,James,janitor,cat,they/them,job,food service,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Brian,Uber driver,cat,he/him,pronoun,they/them,0,he met up with a friend.,he/him,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Michael,mechanic,fish,he/him,job,Uber driver,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Michael,mechanic,fish,he/him,pet,fish,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Brian,Uber driver,cat,he/him,pet,fish,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Melissa,doctor,cat,she/her,job,teacher,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Melissa,doctor,cat,she/her,pet,cat,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Melissa,doctor,cat,she/her,pronoun,she/her,1,she took a shower.,she/her,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Kevin,food service,dog,he/him,job,IT,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Kevin,food service,dog,he/him,pet,dog,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Kevin,food service,dog,he/him,pronoun,they/them,0,he watched some TV.,he/him,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Stephanie,salesperson,dog,she/her,job,sales,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Stephanie,salesperson,dog,she/her,pet,cat,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Stephanie,salesperson,dog,she/her,pronoun,they/them,0,she rode her bike.,she/her,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Laura,accountant,dog,they/them,job,doctor,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Laura,accountant,dog,they/them,pet,cat,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Laura,accountant,dog,they/them,pronoun,they/them,1,she read a book.,she/her,0
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Michael,mechanic,fish,he/him,pronoun,they/them,0,he kissed his children.,he/him,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Daniel,retail,fish,they/them,pet,fish,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Daniel,retail,fish,they/them,pronoun,they/them,1,he did some laundry.,he/him,0
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Amanda,IT,dog,she/her,job,engineer,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Amanda,IT,dog,she/her,pet,dog,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Amanda,IT,dog,she/her,pronoun,she/her,1,she took a nap.,she/her,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Andrew,engineer,fish,he/him,job,IT,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Andrew,engineer,fish,he/him,pet,dog,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Andrew,engineer,fish,he/him,pronoun,he/him,1,he laid on the couch.,he/him,1
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Jessica,teacher,cat,they/them,job,sales,0,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Jessica,teacher,cat,they/them,pet,cat,1,NA,NA,NA
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Jessica,teacher,cat,they/them,pronoun,they/them,1,she took a bath.,she/her,0
2_053,37,"native (learned from birth)",female,neither,neither_2,0,0,Daniel,retail,fish,they/them,job,retail,1,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Kevin,food service,dog,he/him,pet,fish,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Kevin,food service,dog,he/him,pronoun,they/them,0,he laid on the couch.,he/him,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Kevin,food service,dog,he/him,job,accountant,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Stephanie,salesperson,dog,she/her,pet,cat,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Stephanie,salesperson,dog,she/her,pronoun,she/her,1,she took a nap.,she/her,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Andrew,engineer,fish,he/him,job,mechanic,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Andrew,engineer,fish,he/him,pet,dog,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Andrew,engineer,fish,he/him,pronoun,he/him,1,he wanted to relax.,he/him,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Laura,accountant,dog,they/them,job,nurse,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Laura,accountant,dog,they/them,pet,dog,1,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Laura,accountant,dog,they/them,pronoun,she/her,0,she went to the kitchen.,she/her,0
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,James,janitor,cat,they/them,job,food service,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,James,janitor,cat,they/them,pet,dog,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,James,janitor,cat,they/them,pronoun,he/him,0,he sat on the sofa.,he/him,0
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Jessica,teacher,cat,they/them,job,doctor,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Stephanie,salesperson,dog,she/her,job,IT,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Jessica,teacher,cat,they/them,pronoun,she/her,0,she called her mom.,she/her,0
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Michael,mechanic,fish,he/him,job,Uber driver,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Michael,mechanic,fish,he/him,pet,dog,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Michael,mechanic,fish,he/him,pronoun,he/him,1,he washed his hands.,he/him,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Melissa,doctor,cat,she/her,job,accountant,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Melissa,doctor,cat,she/her,pet,fish,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Melissa,doctor,cat,she/her,pronoun,they/them,0,she went to bed.,she/her,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Emily,nurse,fish,she/her,job,retail,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Emily,nurse,fish,she/her,pet,dog,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Emily,nurse,fish,she/her,pronoun,she/her,1,she got off her feet immediately.,she/her,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Daniel,retail,fish,they/them,job,janitor,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Daniel,retail,fish,they/them,pet,cat,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Daniel,retail,fish,they/them,pronoun,he/him,0,he went to sleep.,he/him,0
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Amanda,IT,dog,she/her,job,teacher,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Amanda,IT,dog,she/her,pet,cat,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Amanda,IT,dog,she/her,pronoun,they/them,0,she took a bath.,she/her,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Brian,Uber driver,cat,he/him,job,IT,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Brian,Uber driver,cat,he/him,pet,dog,0,NA,NA,NA
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Brian,Uber driver,cat,he/him,pronoun,he/him,1,he got on the computer.,he/him,1
2_054,40,"native (learned from birth)",male,neither,neither_2,0,0,Jessica,teacher,cat,they/them,pet,dog,0,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Michael,salesperson,cat,he/him,pet,cat,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Michael,salesperson,cat,he/him,pronoun,he/him,1,he went home to relax,he/him,1
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Amanda,engineer,dog,they/them,job,engineer,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Michael,salesperson,cat,he/him,job,sales,0,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Amanda,engineer,dog,they/them,pronoun,they/them,1,they went out to dinner,they/them,1
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Andrew,food service,cat,they/them,job,food service,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Andrew,food service,cat,they/them,pet,cat,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Amanda,engineer,dog,they/them,pet,dog,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Brian,mechanic,dog,they/them,job,mechanic,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Brian,mechanic,dog,they/them,pet,dog,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Brian,mechanic,dog,they/them,pronoun,they/them,1,he took a shower and changed into fresh clothes,he/him,0
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Daniel,IT,cat,he/him,job,IT,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Daniel,IT,cat,he/him,pet,dog,0,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Daniel,IT,cat,he/him,pronoun,he/him,1,he went to the gym and worked out.,he/him,1
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Jessica,teacher,fish,she/her,job,teacher,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Jessica,teacher,fish,she/her,pet,fish,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Jessica,teacher,fish,she/her,pronoun,she/her,1,they went home and spent time with their pet,they/them,0
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Emily,Uber driver,fish,they/them,job,Uber driver,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Emily,Uber driver,fish,they/them,pet,fish,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Emily,Uber driver,fish,they/them,pronoun,they/them,1,she got gas and went home to sleep.,she/her,0
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Stephanie,janitor,fish,she/her,job,janitor,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Stephanie,janitor,fish,she/her,pet,cat,0,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Stephanie,janitor,fish,she/her,pronoun,she/her,1,she went straight to sleep%0A,she/her,1
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Kevin,doctor,fish,he/him,job,doctor,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Kevin,doctor,fish,he/him,pet,fish,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Kevin,doctor,fish,he/him,pronoun,he/him,1,they listened to podcast before bed,they/them,0
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Melissa,retail,dog,she/her,job,retail,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Melissa,retail,dog,she/her,pet,dog,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Melissa,retail,dog,she/her,pronoun,she/her,1,she went to hangout with a few friends.,she/her,1
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,James,nurse,dog,he/him,job,nurse,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,James,nurse,dog,he/him,pet,dog,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,James,nurse,dog,he/him,pronoun,he/him,1,they called a friend to come over.,they/them,0
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Laura,accountant,cat,she/her,job,accountant,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Laura,accountant,cat,she/her,pet,cat,1,NA,NA,NA
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Laura,accountant,cat,she/her,pronoun,she/her,1,she went to bed after eating.,she/her,1
2_055,25,"native (learned from birth)",male,psa,psa_3,1,0,Andrew,food service,cat,they/them,pronoun,he/him,0,he picked up dinner for the night.,he/him,0
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Andrew,teacher,dog,he/him,job,doctor,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Andrew,teacher,dog,he/him,pronoun,he/him,1,they fed their chickens. ,they/them,0
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,James,janitor,dog,he/him,job,janitor,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,James,janitor,dog,he/him,pet,dog,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,James,janitor,dog,he/him,pronoun,he/him,1,he pulled up Netflix on the TV. ,he/him,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Brian,accountant,fish,he/him,job,Uber driver,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Brian,accountant,fish,he/him,pet,cat,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Brian,accountant,fish,he/him,pronoun,he/him,1,he called his girlfriend. ,he/him,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Melissa,IT,fish,they/them,job,IT,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Melissa,IT,fish,they/them,pet,fish,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Melissa,IT,fish,they/them,pronoun,they/them,1,they rode their bike. ,they/them,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Stephanie,nurse,cat,they/them,job,nurse,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Stephanie,nurse,cat,they/them,pet,cat,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Stephanie,nurse,cat,they/them,pronoun,they/them,1,they planned to go to the library. ,they/them,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Amanda,engineer,cat,she/her,job,sales,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Amanda,engineer,cat,she/her,pet,fish,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Amanda,engineer,cat,she/her,pronoun,she/her,1,she went for a swim. ,she/her,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Laura,mechanic,cat,she/her,job,retail,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Laura,mechanic,cat,she/her,pet,cat,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Laura,mechanic,cat,she/her,pronoun,she/her,1,they went to their yoga class. ,they/them,0
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Kevin,doctor,dog,they/them,job,doctor,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Kevin,doctor,dog,they/them,pet,dog,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Kevin,doctor,dog,they/them,pronoun,he/him,0,they took a nap. ,they/them,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Jessica,food service,fish,she/her,job,food service,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Jessica,food service,fish,she/her,pet,fish,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Jessica,food service,fish,she/her,pronoun,she/her,1,they read a book. ,they/them,0
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Daniel,retail,cat,he/him,job,engineer,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Daniel,retail,cat,he/him,pet,cat,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Daniel,retail,cat,he/him,pronoun,he/him,1,they watered their plants. ,they/them,0
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Emily,Uber driver,dog,she/her,job,Uber driver,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Emily,Uber driver,dog,she/her,pet,dog,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Emily,Uber driver,dog,she/her,pronoun,she/her,1,she weeded her garden. ,she/her,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Michael,salesperson,fish,they/them,job,sales,0,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Michael,salesperson,fish,they/them,pet,fish,1,NA,NA,NA
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Michael,salesperson,fish,they/them,pronoun,they/them,1,they made supper and relaxed. ,they/them,1
2_056,56,"native (learned from birth)",female,psa,psa_1,1,0,Andrew,teacher,dog,he/him,pet,fish,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Daniel,IT,cat,he/him,job,IT,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Daniel,IT,cat,he/him,pet,cat,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Daniel,IT,cat,he/him,pronoun,he/him,1,Daniel did some exercising to make sure their body moved after sitting all day.,they/them,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,James,nurse,dog,he/him,pet,dog,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,James,nurse,dog,he/him,pronoun,he/him,1,James put their feet up to relieve them.,they/them,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Jessica,teacher,fish,she/her,job,teacher,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,James,nurse,dog,he/him,job,engineer,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Jessica,teacher,fish,she/her,pronoun,she/her,1,Jessica had some wine and wondered if there was such thing as parents anymore.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Melissa,retail,dog,she/her,job,sales,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Melissa,retail,dog,she/her,pet,dog,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Melissa,retail,dog,she/her,pronoun,they/them,0,Melissa ate some dinner.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Emily,Uber driver,fish,they/them,job,Uber driver,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Emily,Uber driver,fish,they/them,pet,fish,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Emily,Uber driver,fish,they/them,pronoun,they/them,1,Emily exercised to move their body around.,they/them,1
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Brian,mechanic,dog,they/them,job,doctor,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Brian,mechanic,dog,they/them,pet,dog,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Brian,mechanic,dog,they/them,pronoun,they/them,1,Brian took a long shower to get off all the grease.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Stephanie,janitor,fish,she/her,job,accountant,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Stephanie,janitor,fish,she/her,pet,dog,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Jessica,teacher,fish,she/her,pet,fish,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Laura,accountant,cat,she/her,job,accountant,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Laura,accountant,cat,she/her,pet,cat,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Laura,accountant,cat,she/her,pronoun,they/them,0,Laura watched some TV.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Andrew,food service,cat,they/them,job,food service,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Andrew,food service,cat,they/them,pet,cat,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Andrew,food service,cat,they/them,pronoun,he/him,0,Andrew tried to unwind and forget about being a cog.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Amanda,engineer,dog,they/them,job,food service,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Amanda,engineer,dog,they/them,pet,dog,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Amanda,engineer,dog,they/them,pronoun,she/her,0,Amanda made themselves some dinner.,they/them,1
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Kevin,doctor,fish,he/him,job,food service,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Kevin,doctor,fish,he/him,pet,dog,0,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Kevin,doctor,fish,he/him,pronoun,he/him,1,Kevin shared a story about a patient with somebody.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Stephanie,janitor,fish,she/her,pronoun,they/them,0,Stephanie took a shower to wash off the day's work.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Michael,salesperson,cat,he/him,pet,cat,1,NA,NA,NA
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Michael,salesperson,cat,he/him,pronoun,he/him,1,Michael relaxed and tried to forget the day.,none,0
2_057,37,"native (learned from birth)",male,psa,psa_3,1,0,Michael,salesperson,cat,he/him,job,retail,0,NA,NA,NA
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Brian,accountant,fish,he/him,pet,fish,1,NA,NA,NA
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Brian,accountant,fish,he/him,pronoun,he/him,1,He watched a football game with his friends.,he/him,1
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Emily,Uber driver,dog,she/her,job,Uber driver,1,NA,NA,NA
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Emily,Uber driver,dog,she/her,pet,dog,1,NA,NA,NA
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Emily,Uber driver,dog,she/her,pronoun,she/her,1,She relaxed and called her mother.,she/her,1
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Jessica,food service,fish,she/her,job,food service,1,NA,NA,NA
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Jessica,food service,fish,she/her,pet,fish,1,NA,NA,NA
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Jessica,food service,fish,she/her,pronoun,she/her,1,She made dinner for herself,she/her,1
2_058,29,"native (learned from birth)",male,story,story_1,0,1,Melissa,IT,fish,they/them,job,IT,1,NA,NA,NA
