Participant,Age,English,Gender,Condition,List,PSA,Biography,Name,Job,Pet,Pronoun,M_Type,M_Response,M_Acc,P_Text,P_Response,P_Acc
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Kevin,doctor,dog,they/them,pronoun,they/them,1,he watched tv,he/him,0
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Jessica,food service,fish,she/her,job,food service,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Amanda,engineer,cat,she/her,job,engineer,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Jessica,food service,fish,she/her,pronoun,they/them,0,she made dinner,she/her,1
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Laura,mechanic,cat,she/her,job,mechanic,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Laura,mechanic,cat,she/her,pet,cat,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Laura,mechanic,cat,she/her,pronoun,she/her,1,she took a bath,she/her,1
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Michael,salesperson,fish,they/them,job,IT,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Michael,salesperson,fish,they/them,pet,dog,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Michael,salesperson,fish,they/them,pronoun,he/him,0,he played with his dog,he/him,0
2_234,33,"native (learned from birth)",male,story,story_1,0,1,James,janitor,dog,he/him,job,janitor,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,James,janitor,dog,he/him,pet,dog,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,James,janitor,dog,he/him,pronoun,he/him,1,he read a book,he/him,1
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Melissa,IT,fish,they/them,job,IT,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Melissa,IT,fish,they/them,pet,dog,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Jessica,food service,fish,she/her,pet,cat,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Daniel,retail,cat,he/him,job,Uber driver,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Daniel,retail,cat,he/him,pet,cat,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Daniel,retail,cat,he/him,pronoun,he/him,1,he called a friend,he/him,1
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Emily,Uber driver,dog,she/her,job,doctor,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Emily,Uber driver,dog,she/her,pet,cat,0,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Emily,Uber driver,dog,she/her,pronoun,they/them,0,she surfed the web,she/her,1
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Andrew,teacher,dog,he/him,job,teacher,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Andrew,teacher,dog,he/him,pet,dog,1,NA,NA,NA
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Andrew,teacher,dog,he/him,pronoun,he/him,1,he walked his dog,he/him,1
2_234,33,"native (learned from birth)",male,story,story_1,0,1,Melissa,IT,fish,they/them,pronoun,they/them,1,she called her boyfriend,she/her,0
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Emily,Uber driver,dog,she/her,job,Uber driver,1,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Emily,Uber driver,dog,she/her,pronoun,she/her,1,she ate dinner,she/her,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Andrew,teacher,dog,he/him,job,teacher,1,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Andrew,teacher,dog,he/him,pet,fish,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Emily,Uber driver,dog,she/her,pet,cat,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,James,janitor,dog,he/him,job,doctor,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,James,janitor,dog,he/him,pet,fish,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,James,janitor,dog,he/him,pronoun,they/them,0,he went to bed,he/him,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Andrew,teacher,dog,he/him,pronoun,they/them,0,he had a few drinks,he/him,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Stephanie,nurse,cat,they/them,pet,dog,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Stephanie,nurse,cat,they/them,pronoun,she/her,0,she took a bath to relax,she/her,0
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Brian,accountant,fish,he/him,job,IT,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Brian,accountant,fish,he/him,pet,fish,1,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Brian,accountant,fish,he/him,pronoun,he/him,1,he spent time with family,he/him,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Laura,mechanic,cat,she/her,job,food service,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Laura,mechanic,cat,she/her,pet,fish,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Laura,mechanic,cat,she/her,pronoun,she/her,1,she looked at her facebook,she/her,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Jessica,food service,fish,she/her,job,retail,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Jessica,food service,fish,she/her,pet,cat,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Jessica,food service,fish,she/her,pronoun,she/her,1,she went and got a tatoo,she/her,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Michael,salesperson,fish,they/them,job,janitor,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Stephanie,nurse,cat,they/them,job,mechanic,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Michael,salesperson,fish,they/them,pronoun,he/him,0,he wanted to be left alone.,he/him,0
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Daniel,retail,cat,he/him,pronoun,they/them,0,he worked on the yard,he/him,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Daniel,retail,cat,he/him,pet,cat,1,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Daniel,retail,cat,he/him,job,engineer,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Kevin,doctor,dog,they/them,job,accountant,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Kevin,doctor,dog,they/them,pet,fish,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Kevin,doctor,dog,they/them,pronoun,he/him,0,he watch some tv,he/him,0
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Amanda,engineer,cat,she/her,job,mechanic,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Amanda,engineer,cat,she/her,pet,cat,1,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Amanda,engineer,cat,she/her,pronoun,she/her,1,she had some wine with dinner,she/her,1
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Melissa,IT,fish,they/them,job,sales,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Melissa,IT,fish,they/them,pet,cat,0,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Michael,salesperson,fish,they/them,pet,fish,1,NA,NA,NA
2_235,35,"native (learned from birth)",female,story,story_1,0,1,Melissa,IT,fish,they/them,pronoun,they/them,1,she went out with friends,she/her,0
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Daniel,retail,fish,they/them,job,teacher,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Daniel,retail,fish,they/them,pronoun,he/him,0,he went to the gym.,he/him,0
2_236,60,"native (learned from birth)",female,story,story_2,0,1,James,janitor,cat,they/them,job,accountant,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,James,janitor,cat,they/them,pet,dog,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,James,janitor,cat,they/them,pronoun,they/them,1,he went out with friends.,he/him,0
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Andrew,engineer,fish,he/him,job,janitor,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Andrew,engineer,fish,he/him,pet,cat,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Andrew,engineer,fish,he/him,pronoun,he/him,1,he prepared dinner.,he/him,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Brian,Uber driver,cat,he/him,job,Uber driver,1,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Brian,Uber driver,cat,he/him,pet,dog,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Brian,Uber driver,cat,he/him,pronoun,he/him,1,he played with his dog.,he/him,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Melissa,doctor,cat,she/her,job,nurse,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Melissa,doctor,cat,she/her,pet,cat,1,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Daniel,retail,fish,they/them,pet,dog,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Kevin,food service,dog,he/him,job,accountant,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Kevin,food service,dog,he/him,pet,fish,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Kevin,food service,dog,he/him,pronoun,he/him,1,he read a book.,he/him,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Jessica,teacher,cat,they/them,job,IT,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Jessica,teacher,cat,they/them,pet,cat,1,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Jessica,teacher,cat,they/them,pronoun,they/them,1,she went for a walk.,she/her,0
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Amanda,IT,dog,she/her,job,retail,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Amanda,IT,dog,she/her,pet,fish,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Amanda,IT,dog,she/her,pronoun,she/her,1,she relaxed.,she/her,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Stephanie,salesperson,dog,she/her,job,nurse,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Stephanie,salesperson,dog,she/her,pet,dog,1,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Stephanie,salesperson,dog,she/her,pronoun,she/her,1,she took her coat off.,she/her,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Melissa,doctor,cat,she/her,pronoun,she/her,1,she watched TV.,she/her,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Michael,mechanic,fish,he/him,pet,cat,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Michael,mechanic,fish,he/him,pronoun,he/him,1,he took a shower.,he/him,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Laura,accountant,dog,they/them,job,doctor,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Laura,accountant,dog,they/them,pet,fish,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Laura,accountant,dog,they/them,pronoun,she/her,0,she took her shoes off.,she/her,0
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Emily,nurse,fish,she/her,job,accountant,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Emily,nurse,fish,she/her,pet,cat,0,NA,NA,NA
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Emily,nurse,fish,she/her,pronoun,she/her,1,she called a friend.,she/her,1
2_236,60,"native (learned from birth)",female,story,story_2,0,1,Michael,mechanic,fish,he/him,job,engineer,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Stephanie,janitor,fish,she/her,job,janitor,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Stephanie,janitor,fish,she/her,pet,fish,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Emily,Uber driver,fish,they/them,job,Uber driver,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Emily,Uber driver,fish,they/them,pet,fish,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Emily,Uber driver,fish,they/them,pronoun,they/them,1,she smoked a cigarette,she/her,0
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Stephanie,janitor,fish,she/her,pronoun,she/her,1,she worked out,she/her,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Michael,salesperson,cat,he/him,pet,fish,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Michael,salesperson,cat,he/him,pronoun,he/him,1,they ordered pizza,they/them,0
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Kevin,doctor,fish,he/him,job,engineer,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Kevin,doctor,fish,he/him,pet,dog,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Kevin,doctor,fish,he/him,pronoun,he/him,1,he drank a glass of wine,he/him,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Melissa,retail,dog,she/her,job,teacher,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Melissa,retail,dog,she/her,pet,fish,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Melissa,retail,dog,she/her,pronoun,they/them,0,they read a book,they/them,0
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Amanda,engineer,dog,they/them,job,mechanic,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Amanda,engineer,dog,they/them,pet,dog,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Amanda,engineer,dog,they/them,pronoun,they/them,1,they watched a movie,they/them,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Daniel,IT,cat,he/him,job,food service,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Michael,salesperson,cat,he/him,job,mechanic,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Daniel,IT,cat,he/him,pronoun,he/him,1,he called his mother,he/him,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Laura,accountant,cat,she/her,job,accountant,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Laura,accountant,cat,she/her,pet,dog,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Laura,accountant,cat,she/her,pronoun,he/him,0,they went out for drinks,they/them,0
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Brian,mechanic,dog,they/them,job,sales,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Brian,mechanic,dog,they/them,pet,fish,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Brian,mechanic,dog,they/them,pronoun,he/him,0,they ate a sandwich,they/them,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Jessica,teacher,fish,she/her,job,retail,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Jessica,teacher,fish,she/her,pet,cat,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Jessica,teacher,fish,she/her,pronoun,she/her,1,she took a shower,she/her,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,James,nurse,dog,he/him,job,nurse,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,James,nurse,dog,he/him,pet,fish,0,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,James,nurse,dog,he/him,pronoun,he/him,1,he played with his pet,he/him,1
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Andrew,food service,cat,they/them,job,food service,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Andrew,food service,cat,they/them,pet,cat,1,NA,NA,NA
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Andrew,food service,cat,they/them,pronoun,he/him,0,he took a nap,he/him,0
2_237,34,"native (learned from birth)",male,story,story_3,0,1,Daniel,IT,cat,he/him,pet,fish,0,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Michael,salesperson,cat,he/him,pet,fish,0,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Michael,salesperson,cat,he/him,pronoun,he/him,1,he watched some Netflix.,he/him,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Laura,accountant,cat,she/her,job,accountant,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Michael,salesperson,cat,he/him,job,sales,0,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Laura,accountant,cat,she/her,pronoun,she/her,1,she relaxed on the couch.,she/her,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Stephanie,janitor,fish,she/her,job,retail,0,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Stephanie,janitor,fish,she/her,pet,fish,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Laura,accountant,cat,she/her,pet,cat,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,James,nurse,dog,he/him,job,nurse,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,James,nurse,dog,he/him,pet,dog,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,James,nurse,dog,he/him,pronoun,he/him,1,he read a book.,he/him,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Stephanie,janitor,fish,she/her,pronoun,she/her,1,she called her best friend.,she/her,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Brian,mechanic,dog,they/them,pet,dog,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Brian,mechanic,dog,they/them,pronoun,they/them,1,he went for a run.,he/him,0
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Andrew,food service,cat,they/them,job,food service,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Andrew,food service,cat,they/them,pet,cat,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Andrew,food service,cat,they/them,pronoun,they/them,1,he fed his dog.,he/him,0
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Kevin,doctor,fish,he/him,job,engineer,0,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Kevin,doctor,fish,he/him,pet,fish,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Kevin,doctor,fish,he/him,pronoun,he/him,1,he went over his notes.,he/him,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Melissa,retail,dog,she/her,job,retail,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Melissa,retail,dog,she/her,pet,dog,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Melissa,retail,dog,she/her,pronoun,she/her,1,she surfed the internet.,she/her,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Amanda,engineer,dog,they/them,job,engineer,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Amanda,engineer,dog,they/them,pet,dog,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Amanda,engineer,dog,they/them,pronoun,they/them,1,she said hello to her mom.,she/her,0
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Jessica,teacher,fish,she/her,job,teacher,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Jessica,teacher,fish,she/her,pet,fish,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Jessica,teacher,fish,she/her,pronoun,she/her,1,she ate a large dinner.,she/her,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Emily,Uber driver,fish,they/them,job,Uber driver,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Emily,Uber driver,fish,they/them,pet,fish,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Emily,Uber driver,fish,they/them,pronoun,they/them,1,she went right to bed.,she/her,0
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Daniel,IT,cat,he/him,job,IT,1,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Daniel,IT,cat,he/him,pet,dog,0,NA,NA,NA
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Daniel,IT,cat,he/him,pronoun,he/him,1,he went out to a restaurant.,he/him,1
2_238,46,"native (learned from birth)",male,both,both_3,1,1,Brian,mechanic,dog,they/them,job,mechanic,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Emily,nurse,fish,she/her,pet,fish,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Emily,nurse,fish,she/her,pronoun,she/her,1,she care her some patients in online and give solution.,she/her,1
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Jessica,teacher,cat,they/them,job,teacher,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Emily,nurse,fish,she/her,job,nurse,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Jessica,teacher,cat,they/them,pronoun,they/them,1,she teach the students in online class.,she/her,0
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Stephanie,salesperson,dog,she/her,job,sales,0,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Stephanie,salesperson,dog,she/her,pet,dog,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Stephanie,salesperson,dog,she/her,pronoun,she/her,1,he worked in online,he/him,0
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Kevin,food service,dog,he/him,job,food service,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Kevin,food service,dog,he/him,pet,dog,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Kevin,food service,dog,he/him,pronoun,he/him,1,he is affected and he take a small food services.,he/him,1
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Brian,Uber driver,cat,he/him,job,Uber driver,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Brian,Uber driver,cat,he/him,pet,cat,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Brian,Uber driver,cat,he/him,pronoun,he/him,1,some selective delivery only taken.,none,0
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Melissa,doctor,cat,she/her,job,doctor,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Melissa,doctor,cat,she/her,pet,cat,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Melissa,doctor,cat,she/her,pronoun,she/her,1,she care patients in online and give solution to the patients. ,she/her,1
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Andrew,engineer,fish,he/him,job,engineer,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Andrew,engineer,fish,he/him,pet,fish,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Andrew,engineer,fish,he/him,pronoun,he/him,1,he also worked in online.,he/him,1
2_239,40,"native (learned from birth)",male,story,story_2,0,1,James,janitor,cat,they/them,job,janitor,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,James,janitor,cat,they/them,pet,cat,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,James,janitor,cat,they/them,pronoun,they/them,1,he is somewhat affected he feel sad.,he/him,0
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Daniel,retail,fish,they/them,job,retail,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Daniel,retail,fish,they/them,pet,fish,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Daniel,retail,fish,they/them,pronoun,they/them,1,he feel very relaxed and work from home,he/him,0
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Amanda,IT,dog,she/her,job,IT,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Amanda,IT,dog,she/her,pet,dog,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Amanda,IT,dog,she/her,pronoun,she/her,1,she happily play with her dog and comfortable to work.,she/her,1
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Laura,accountant,dog,they/them,job,accountant,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Laura,accountant,dog,they/them,pet,dog,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Laura,accountant,dog,they/them,pronoun,they/them,1,she did her work very confident.,she/her,0
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Michael,mechanic,fish,he/him,job,mechanic,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Michael,mechanic,fish,he/him,pet,fish,1,NA,NA,NA
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Michael,mechanic,fish,he/him,pronoun,he/him,1,he is very sad and worried about that.,he/him,1
2_239,40,"native (learned from birth)",male,story,story_2,0,1,Jessica,teacher,cat,they/them,pet,cat,1,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Stephanie,nurse,cat,they/them,job,nurse,1,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Stephanie,nurse,cat,they/them,pet,cat,1,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Stephanie,nurse,cat,they/them,pronoun,they/them,1,she played with her kitten.,she/her,0
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Daniel,retail,cat,he/him,pet,dog,0,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Daniel,retail,cat,he/him,pronoun,he/him,1,he took a tap.,he/him,1
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Brian,accountant,fish,he/him,job,sales,0,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Daniel,retail,cat,he/him,job,mechanic,0,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Brian,accountant,fish,he/him,pronoun,he/him,1,he played some video games and read a book.,he/him,1
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,job,accountant,0,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,pet,cat,1,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Brian,accountant,fish,he/him,pet,fish,1,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Kevin,doctor,dog,they/them,job,doctor,1,NA,NA,NA
2_240,32,"native (learned from birth)",male,neither,neither_1,0,0,Kevin,doctor,dog,they/them,pet,fish,0,NA,NA,NA
