question
5 x 4 =
15 x 4 =
6 x 7 =
11 x 11 =
2 x 8 =
7 x 11 = 
9 x 8 =
132 + 600 =
8 x 6 =
5 x 5 =
100 x 4 =
63 / 7 =
10 x 12 = 
6 x 3 = 
5 x 60 =
20 x 5 = 
